Site,Year,Analyte ,PAH,Percent
Spar Cove,2021,"Benzo[b,j]fluoranthene",0.49,9.722222222
Spar Cove,2021,"Benzo[b,j]fluoranthene",0.54,9.507042254
Spar Cove,2021,"Benzo[b,j]fluoranthene",0.62,9.794628752
Spar Cove,2021,"Benzo[b,j]fluoranthene",0.96,10.07345226
Spar Cove,2021,"Benzo[b,j]fluoranthene",0.18,11.39240506
Spar Cove,2021,"Benzo[b,j]fluoranthene",0.07,12.5
Tin Can Beach,2021,"Benzo[b,j]fluoranthene",3.6,7.302231237
Tin Can Beach,2021,"Benzo[b,j]fluoranthene",0.64,8.454425363
Tin Can Beach,2021,"Benzo[b,j]fluoranthene",0.52,12.00923788
Tin Can Beach,2021,"Benzo[b,j]fluoranthene",0.93,10.02155172
Tin Can Beach,2021,"Benzo[b,j]fluoranthene",0.28,12.20043573
Tin Can Beach,2021,"Benzo[b,j]fluoranthene",0.4,12.44167963
Bayshore,2021,Benzo[e]pyrene,0.005,5.882352941
Bayshore,2021,Benzo[e]pyrene,0.005,5.882352941
Bayshore,2021,Benzo[e]pyrene,0.005,5.882352941
Bayshore,2021,Benzo[e]pyrene,0.005,3.846153846
Black Beach,2021,Benzo[e]pyrene,0.005,5.882352941
Black Beach,2021,Benzo[e]pyrene,0.005,5.882352941
Black Beach,2021,Benzo[e]pyrene,0.005,5.882352941
Black Beach,2021,Benzo[e]pyrene,0.005,5.882352941
Courtenay Bay,2021,Benzo[e]pyrene,0.36,3.625377644
Courtenay Bay,2021,Benzo[e]pyrene,0.01,6.25
Courtenay Bay,2021,Benzo[e]pyrene,0.12,5.274725275
Courtenay Bay,2021,Benzo[e]pyrene,0.09,4.972375691
Digby Ferry Terminal,2021,Benzo[e]pyrene,0.1,4.464285714
Digby Ferry Terminal,2021,Benzo[e]pyrene,0.17,3.526970954
Digby Ferry Terminal,2021,Benzo[e]pyrene,0.21,4.077669903
Digby Ferry Terminal,2021,Benzo[e]pyrene,0.02,4.597701149
Hazen Creek Mouth,2021,Benzo[e]pyrene,0.005,5.882352941
Hazen Creek Mouth,2021,Benzo[e]pyrene,0.01,4.444444444
Hazen Creek Mouth,2021,Benzo[e]pyrene,0.005,4.347826087
Hazen Creek Mouth,2021,Benzo[e]pyrene,0.005,5.882352941
Hazen Creek Nearshore,2021,Benzo[e]pyrene,0.01,4.081632653
Hazen Creek Nearshore,2021,Benzo[e]pyrene,0.005,5.882352941
Hazen Creek Nearshore,2021,Benzo[e]pyrene,0.005,5.882352941
Hazen Creek Nearshore,2021,Benzo[e]pyrene,0.01,2.272727273
Hazen Creek Nearshore,2021,Benzo[e]pyrene,0.005,5.882352941
Hazen Creek Nearshore,2021,Benzo[e]pyrene,0.005,5.882352941
Inner Harbour,2021,Benzo[e]pyrene,0.04,5.095541401
Inner Harbour,2021,Benzo[e]pyrene,0.01,5.882352941
Inner Harbour,2021,Benzo[e]pyrene,0.1,4.282655246
Inner Harbour,2021,Benzo[e]pyrene,0.03,5.128205128
Inner Harbour,2021,Benzo[e]pyrene,0.19,5.277777778
Inner Harbour,2021,Benzo[e]pyrene,0.03,6.52173913
Little River,2021,Benzo[e]pyrene,0.35,3.291020216
Little River,2021,Benzo[e]pyrene,0.65,4.180064309
Little River,2021,Benzo[e]pyrene,0.43,23.49726776
Little River,2021,Benzo[e]pyrene,0.34,5.316653636
Marsh Creek WS DS,2021,Benzo[e]pyrene,0.65,5.110062893
Marsh Creek WS DS,2021,Benzo[e]pyrene,0.58,4.181687094
Marsh Creek WS DS,2021,Benzo[e]pyrene,0.93,3.925707049
Marsh Creek WS DS,2021,Benzo[e]pyrene,1.6,4.132231405
Mispec,2021,Benzo[e]pyrene,0.005,5.882352941
Mispec,2021,Benzo[e]pyrene,0.005,5.882352941
Mispec,2021,Benzo[e]pyrene,0.005,5.882352941
Mispec,2021,Benzo[e]pyrene,0.005,5.882352941
Saints Rest Beach,2021,Benzo[e]pyrene,0.005,5.882352941
Saints Rest Beach,2021,Benzo[e]pyrene,0.005,5.882352941
Saints Rest Beach,2021,Benzo[e]pyrene,0.005,5.882352941
Saints Rest Beach,2021,Benzo[e]pyrene,0.005,5.882352941
Spar Cove,2021,Benzo[e]pyrene,0.22,4.365079365
Spar Cove,2021,Benzo[e]pyrene,0.24,4.225352113
Spar Cove,2021,Benzo[e]pyrene,0.25,3.949447077
Spar Cove,2021,Benzo[e]pyrene,0.42,4.407135362
Spar Cove,2021,Benzo[e]pyrene,0.09,5.696202532
Spar Cove,2021,Benzo[e]pyrene,0.04,7.142857143
Tin Can Beach,2021,Benzo[e]pyrene,1.7,3.448275862
Tin Can Beach,2021,Benzo[e]pyrene,0.33,4.359313078
Tin Can Beach,2021,Benzo[e]pyrene,0.24,5.542725173
Tin Can Beach,2021,Benzo[e]pyrene,0.4,4.310344828
Tin Can Beach,2021,Benzo[e]pyrene,0.13,5.664488017
Tin Can Beach,2021,Benzo[e]pyrene,0.19,5.909797823
Bayshore,2021,Benzo[k]fluoranthene,0.005,5.882352941
Bayshore,2021,Benzo[k]fluoranthene,0.005,5.882352941
Bayshore,2021,Benzo[k]fluoranthene,0.005,5.882352941
Bayshore,2021,Benzo[k]fluoranthene,0.005,3.846153846
Black Beach,2021,Benzo[k]fluoranthene,0.005,5.882352941
Black Beach,2021,Benzo[k]fluoranthene,0.005,5.882352941
Black Beach,2021,Benzo[k]fluoranthene,0.005,5.882352941
Black Beach,2021,Benzo[k]fluoranthene,0.005,5.882352941
Courtenay Bay,2021,Benzo[k]fluoranthene,0.19,1.913393756
Courtenay Bay,2021,Benzo[k]fluoranthene,0.005,3.125
Courtenay Bay,2021,Benzo[k]fluoranthene,0.09,3.956043956
Courtenay Bay,2021,Benzo[k]fluoranthene,0.06,3.314917127
Digby Ferry Terminal,2021,Benzo[k]fluoranthene,0.07,3.125
Digby Ferry Terminal,2021,Benzo[k]fluoranthene,0.16,3.319502075
Digby Ferry Terminal,2021,Benzo[k]fluoranthene,0.16,3.106796117
Digby Ferry Terminal,2021,Benzo[k]fluoranthene,0.01,2.298850575
Hazen Creek Mouth,2021,Benzo[k]fluoranthene,0.005,5.882352941
Hazen Creek Mouth,2021,Benzo[k]fluoranthene,0.005,2.222222222
Hazen Creek Mouth,2021,Benzo[k]fluoranthene,0.005,4.347826087
Hazen Creek Mouth,2021,Benzo[k]fluoranthene,0.005,5.882352941
Hazen Creek Nearshore,2021,Benzo[k]fluoranthene,0.005,2.040816327
Hazen Creek Nearshore,2021,Benzo[k]fluoranthene,0.005,5.882352941
Hazen Creek Nearshore,2021,Benzo[k]fluoranthene,0.005,5.882352941
Hazen Creek Nearshore,2021,Benzo[k]fluoranthene,0.01,2.272727273
Hazen Creek Nearshore,2021,Benzo[k]fluoranthene,0.005,5.882352941
Hazen Creek Nearshore,2021,Benzo[k]fluoranthene,0.005,5.882352941
Inner Harbour,2021,Benzo[k]fluoranthene,0.03,3.821656051
Inner Harbour,2021,Benzo[k]fluoranthene,0.005,2.941176471
Inner Harbour,2021,Benzo[k]fluoranthene,0.08,3.426124197
Inner Harbour,2021,Benzo[k]fluoranthene,0.02,3.418803419
Inner Harbour,2021,Benzo[k]fluoranthene,0.15,4.166666667
Inner Harbour,2021,Benzo[k]fluoranthene,0.02,4.347826087
Little River,2021,Benzo[k]fluoranthene,0.2,1.880582981
Little River,2021,Benzo[k]fluoranthene,0.56,3.601286174
Little River,2021,Benzo[k]fluoranthene,0.025,1.366120219
Little River,2021,Benzo[k]fluoranthene,0.16,2.501954652
Marsh Creek WS DS,2021,Benzo[k]fluoranthene,0.45,3.537735849
Marsh Creek WS DS,2021,Benzo[k]fluoranthene,0.48,3.460706561
Marsh Creek WS DS,2021,Benzo[k]fluoranthene,0.75,3.165892782
Marsh Creek WS DS,2021,Benzo[k]fluoranthene,1.3,3.357438017
Mispec,2021,Benzo[k]fluoranthene,0.005,5.882352941
Mispec,2021,Benzo[k]fluoranthene,0.005,5.882352941
Mispec,2021,Benzo[k]fluoranthene,0.005,5.882352941
Mispec,2021,Benzo[k]fluoranthene,0.005,5.882352941
Saints Rest Beach,2021,Benzo[k]fluoranthene,0.005,5.882352941
Saints Rest Beach,2021,Benzo[k]fluoranthene,0.005,5.882352941
Saints Rest Beach,2021,Benzo[k]fluoranthene,0.005,5.882352941
Saints Rest Beach,2021,Benzo[k]fluoranthene,0.005,5.882352941
Spar Cove,2021,Benzo[k]fluoranthene,0.14,2.777777778
Spar Cove,2021,Benzo[k]fluoranthene,0.2,3.521126761
Spar Cove,2021,Benzo[k]fluoranthene,0.19,3.001579779
Spar Cove,2021,Benzo[k]fluoranthene,0.29,3.043022036
Spar Cove,2021,Benzo[k]fluoranthene,0.07,4.430379747
Spar Cove,2021,Benzo[k]fluoranthene,0.02,3.571428571
Tin Can Beach,2021,Benzo[k]fluoranthene,1.4,2.839756592
Tin Can Beach,2021,Benzo[k]fluoranthene,0.26,3.434610304
Tin Can Beach,2021,Benzo[k]fluoranthene,0.17,3.926096998
Tin Can Beach,2021,Benzo[k]fluoranthene,0.3,3.232758621
Tin Can Beach,2021,Benzo[k]fluoranthene,0.11,4.793028322
Tin Can Beach,2021,Benzo[k]fluoranthene,0.16,4.976671851
Bayshore,2021,Chrysene + Triphenylene,0.005,5.882352941
Bayshore,2021,Chrysene + Triphenylene,0.005,5.882352941
Bayshore,2021,Chrysene + Triphenylene,0.005,5.882352941
Bayshore,2021,Chrysene + Triphenylene,0.005,3.846153846
Black Beach,2021,Chrysene + Triphenylene,0.005,5.882352941
Black Beach,2021,Chrysene + Triphenylene,0.005,5.882352941
Black Beach,2021,Chrysene + Triphenylene,0.005,5.882352941
Black Beach,2021,Chrysene + Triphenylene,0.005,5.882352941
Courtenay Bay,2021,Chrysene + Triphenylene,0.57,5.740181269
Courtenay Bay,2021,Chrysene + Triphenylene,0.01,6.25
Courtenay Bay,2021,Chrysene + Triphenylene,0.17,7.472527473
Courtenay Bay,2021,Chrysene + Triphenylene,0.11,6.077348066
Digby Ferry Terminal,2021,Chrysene + Triphenylene,0.13,5.803571429
Digby Ferry Terminal,2021,Chrysene + Triphenylene,0.3,6.22406639
Digby Ferry Terminal,2021,Chrysene + Triphenylene,0.3,5.825242718
Digby Ferry Terminal,2021,Chrysene + Triphenylene,0.03,6.896551724
Hazen Creek Mouth,2021,Chrysene + Triphenylene,0.005,5.882352941
Hazen Creek Mouth,2021,Chrysene + Triphenylene,0.02,8.888888889
Hazen Creek Mouth,2021,Chrysene + Triphenylene,0.005,4.347826087
Hazen Creek Mouth,2021,Chrysene + Triphenylene,0.005,5.882352941
Hazen Creek Nearshore,2021,Chrysene + Triphenylene,0.02,8.163265306
Hazen Creek Nearshore,2021,Chrysene + Triphenylene,0.005,5.882352941
Hazen Creek Nearshore,2021,Chrysene + Triphenylene,0.005,5.882352941
Hazen Creek Nearshore,2021,Chrysene + Triphenylene,0.02,4.545454545
Hazen Creek Nearshore,2021,Chrysene + Triphenylene,0.005,5.882352941
Hazen Creek Nearshore,2021,Chrysene + Triphenylene,0.005,5.882352941
Inner Harbour,2021,Chrysene + Triphenylene,0.06,7.643312102
Inner Harbour,2021,Chrysene + Triphenylene,0.01,5.882352941
Inner Harbour,2021,Chrysene + Triphenylene,0.15,6.423982869
Inner Harbour,2021,Chrysene + Triphenylene,0.04,6.837606838
Inner Harbour,2021,Chrysene + Triphenylene,0.23,6.388888889
Inner Harbour,2021,Chrysene + Triphenylene,0.03,6.52173913
Little River,2021,Chrysene + Triphenylene,0.49,4.607428303
Little River,2021,Chrysene + Triphenylene,0.95,6.109324759
Little River,2021,Chrysene + Triphenylene,0.08,4.371584699
Little River,2021,Chrysene + Triphenylene,0.27,4.222048475
Marsh Creek WS DS,2021,Chrysene + Triphenylene,0.83,6.525157233
Marsh Creek WS DS,2021,Chrysene + Triphenylene,0.9,6.488824802
Marsh Creek WS DS,2021,Chrysene + Triphenylene,1.6,6.753904601
Marsh Creek WS DS,2021,Chrysene + Triphenylene,3,7.747933884
Mispec,2021,Chrysene + Triphenylene,0.005,5.882352941
Mispec,2021,Chrysene + Triphenylene,0.005,5.882352941
Mispec,2021,Chrysene + Triphenylene,0.005,5.882352941
Mispec,2021,Chrysene + Triphenylene,0.005,5.882352941
Saints Rest Beach,2021,Chrysene + Triphenylene,0.005,5.882352941
Saints Rest Beach,2021,Chrysene + Triphenylene,0.005,5.882352941
Saints Rest Beach,2021,Chrysene + Triphenylene,0.005,5.882352941
Saints Rest Beach,2021,Chrysene + Triphenylene,0.005,5.882352941
Spar Cove,2021,Chrysene + Triphenylene,0.33,6.547619048
Spar Cove,2021,Chrysene + Triphenylene,0.37,6.514084507
Spar Cove,2021,Chrysene + Triphenylene,0.39,6.161137441
Spar Cove,2021,Chrysene + Triphenylene,0.56,5.876180483
Spar Cove,2021,Chrysene + Triphenylene,0.09,5.696202532
Spar Cove,2021,Chrysene + Triphenylene,0.04,7.142857143
Tin Can Beach,2021,Chrysene + Triphenylene,2.8,5.679513185
Tin Can Beach,2021,Chrysene + Triphenylene,0.45,5.944517834
Tin Can Beach,2021,Chrysene + Triphenylene,0.3,6.928406467
Tin Can Beach,2021,Chrysene + Triphenylene,0.55,5.926724138
Tin Can Beach,2021,Chrysene + Triphenylene,0.16,6.97167756
Tin Can Beach,2021,Chrysene + Triphenylene,0.22,6.842923795
Bayshore,2021,"Dibenz[a,h]anthracene",0.005,5.882352941
Bayshore,2021,"Dibenz[a,h]anthracene",0.005,5.882352941
Bayshore,2021,"Dibenz[a,h]anthracene",0.005,5.882352941
Bayshore,2021,"Dibenz[a,h]anthracene",0.005,3.846153846
Black Beach,2021,"Dibenz[a,h]anthracene",0.005,5.882352941
Black Beach,2021,"Dibenz[a,h]anthracene",0.005,5.882352941
Black Beach,2021,"Dibenz[a,h]anthracene",0.005,5.882352941
Black Beach,2021,"Dibenz[a,h]anthracene",0.005,5.882352941
Courtenay Bay,2021,"Dibenz[a,h]anthracene",0.07,0.704934542
Courtenay Bay,2021,"Dibenz[a,h]anthracene",0.005,3.125
Courtenay Bay,2021,"Dibenz[a,h]anthracene",0.03,1.318681319
Courtenay Bay,2021,"Dibenz[a,h]anthracene",0.02,1.104972376
Digby Ferry Terminal,2021,"Dibenz[a,h]anthracene",0.02,0.892857143
Digby Ferry Terminal,2021,"Dibenz[a,h]anthracene",0.05,1.037344398
Digby Ferry Terminal,2021,"Dibenz[a,h]anthracene",0.05,0.970873786
Digby Ferry Terminal,2021,"Dibenz[a,h]anthracene",0.005,1.149425287
Hazen Creek Mouth,2021,"Dibenz[a,h]anthracene",0.005,5.882352941
Hazen Creek Mouth,2021,"Dibenz[a,h]anthracene",0.005,2.222222222
Hazen Creek Mouth,2021,"Dibenz[a,h]anthracene",0.005,4.347826087
Hazen Creek Mouth,2021,"Dibenz[a,h]anthracene",0.005,5.882352941
Hazen Creek Nearshore,2021,"Dibenz[a,h]anthracene",0.005,2.040816327
Hazen Creek Nearshore,2021,"Dibenz[a,h]anthracene",0.005,5.882352941
Hazen Creek Nearshore,2021,"Dibenz[a,h]anthracene",0.005,5.882352941
Hazen Creek Nearshore,2021,"Dibenz[a,h]anthracene",0.005,1.136363636
Hazen Creek Nearshore,2021,"Dibenz[a,h]anthracene",0.005,5.882352941
Hazen Creek Nearshore,2021,"Dibenz[a,h]anthracene",0.005,5.882352941
Inner Harbour,2021,"Dibenz[a,h]anthracene",0.005,0.636942675
Inner Harbour,2021,"Dibenz[a,h]anthracene",0.005,2.941176471
Inner Harbour,2021,"Dibenz[a,h]anthracene",0.02,0.856531049
Inner Harbour,2021,"Dibenz[a,h]anthracene",0.005,0.854700855
Inner Harbour,2021,"Dibenz[a,h]anthracene",0.05,1.388888889
Inner Harbour,2021,"Dibenz[a,h]anthracene",0.005,1.086956522
Little River,2021,"Dibenz[a,h]anthracene",0.07,0.658204043
Little River,2021,"Dibenz[a,h]anthracene",0.2,1.286173633
Little River,2021,"Dibenz[a,h]anthracene",0.08,4.371584699
Little River,2021,"Dibenz[a,h]anthracene",0.07,1.09460516
Marsh Creek WS DS,2021,"Dibenz[a,h]anthracene",0.17,1.336477987
Marsh Creek WS DS,2021,"Dibenz[a,h]anthracene",0.18,1.29776496
Marsh Creek WS DS,2021,"Dibenz[a,h]anthracene",0.25,1.055297594
Marsh Creek WS DS,2021,"Dibenz[a,h]anthracene",0.32,0.826446281
Mispec,2021,"Dibenz[a,h]anthracene",0.005,5.882352941
Mispec,2021,"Dibenz[a,h]anthracene",0.005,5.882352941
Mispec,2021,"Dibenz[a,h]anthracene",0.005,5.882352941
Mispec,2021,"Dibenz[a,h]anthracene",0.005,5.882352941
Saints Rest Beach,2021,"Dibenz[a,h]anthracene",0.005,5.882352941
Saints Rest Beach,2021,"Dibenz[a,h]anthracene",0.005,5.882352941
Saints Rest Beach,2021,"Dibenz[a,h]anthracene",0.005,5.882352941
Saints Rest Beach,2021,"Dibenz[a,h]anthracene",0.005,5.882352941
Spar Cove,2021,"Dibenz[a,h]anthracene",0.06,1.19047619
Spar Cove,2021,"Dibenz[a,h]anthracene",0.06,1.056338028
Spar Cove,2021,"Dibenz[a,h]anthracene",0.06,0.947867299
Spar Cove,2021,"Dibenz[a,h]anthracene",0.1,1.049317943
Spar Cove,2021,"Dibenz[a,h]anthracene",0.02,1.265822785
Spar Cove,2021,"Dibenz[a,h]anthracene",0.005,0.892857143
Tin Can Beach,2021,"Dibenz[a,h]anthracene",0.49,0.993914807
Tin Can Beach,2021,"Dibenz[a,h]anthracene",0.08,1.05680317
Tin Can Beach,2021,"Dibenz[a,h]anthracene",0.07,1.616628176
Tin Can Beach,2021,"Dibenz[a,h]anthracene",0.11,1.185344828
Tin Can Beach,2021,"Dibenz[a,h]anthracene",0.03,1.307189542
Tin Can Beach,2021,"Dibenz[a,h]anthracene",0.04,1.244167963
Bayshore,2021,Fluoranthene,0.005,5.882352941
Bayshore,2021,Fluoranthene,0.005,5.882352941
Bayshore,2021,Fluoranthene,0.005,5.882352941
Bayshore,2021,Fluoranthene,0.02,15.38461538
Black Beach,2021,Fluoranthene,0.005,5.882352941
Black Beach,2021,Fluoranthene,0.005,5.882352941
Black Beach,2021,Fluoranthene,0.005,5.882352941
Black Beach,2021,Fluoranthene,0.005,5.882352941
Courtenay Bay,2021,Fluoranthene,2,20.14098691
Courtenay Bay,2021,Fluoranthene,0.02,12.5
Courtenay Bay,2021,Fluoranthene,0.39,17.14285714
Courtenay Bay,2021,Fluoranthene,0.35,19.33701657
Digby Ferry Terminal,2021,Fluoranthene,0.36,16.07142857
Digby Ferry Terminal,2021,Fluoranthene,0.84,17.42738589
Digby Ferry Terminal,2021,Fluoranthene,0.84,16.31067961
Digby Ferry Terminal,2021,Fluoranthene,0.07,16.09195402
Hazen Creek Mouth,2021,Fluoranthene,0.005,5.882352941
Hazen Creek Mouth,2021,Fluoranthene,0.04,17.77777778
Hazen Creek Mouth,2021,Fluoranthene,0.02,17.39130435
Hazen Creek Mouth,2021,Fluoranthene,0.005,5.882352941
Hazen Creek Nearshore,2021,Fluoranthene,0.04,16.32653061
Hazen Creek Nearshore,2021,Fluoranthene,0.005,5.882352941
Hazen Creek Nearshore,2021,Fluoranthene,0.005,5.882352941
Hazen Creek Nearshore,2021,Fluoranthene,0.08,18.18181818
Hazen Creek Nearshore,2021,Fluoranthene,0.005,5.882352941
Hazen Creek Nearshore,2021,Fluoranthene,0.005,5.882352941
Inner Harbour,2021,Fluoranthene,0.14,17.8343949
Inner Harbour,2021,Fluoranthene,0.02,11.76470588
Inner Harbour,2021,Fluoranthene,0.4,17.13062099
Inner Harbour,2021,Fluoranthene,0.09,15.38461538
Inner Harbour,2021,Fluoranthene,0.45,12.5
Inner Harbour,2021,Fluoranthene,0.06,13.04347826
Little River,2021,Fluoranthene,1.9,17.86553832
Little River,2021,Fluoranthene,2.9,18.64951768
Little River,2021,Fluoranthene,0.11,6.010928962
Little River,2021,Fluoranthene,1.2,18.76465989
Marsh Creek WS DS,2021,Fluoranthene,2.3,18.08176101
Marsh Creek WS DS,2021,Fluoranthene,2.5,18.02451334
Marsh Creek WS DS,2021,Fluoranthene,3.6,15.19628535
Marsh Creek WS DS,2021,Fluoranthene,6.5,16.78719008
Mispec,2021,Fluoranthene,0.005,5.882352941
Mispec,2021,Fluoranthene,0.005,5.882352941
Mispec,2021,Fluoranthene,0.005,5.882352941
Mispec,2021,Fluoranthene,0.005,5.882352941
Saints Rest Beach,2021,Fluoranthene,0.005,5.882352941
Saints Rest Beach,2021,Fluoranthene,0.005,5.882352941
Saints Rest Beach,2021,Fluoranthene,0.005,5.882352941
Saints Rest Beach,2021,Fluoranthene,0.005,5.882352941
Spar Cove,2021,Fluoranthene,0.91,18.05555556
Spar Cove,2021,Fluoranthene,1,17.6056338
Spar Cove,2021,Fluoranthene,1.2,18.95734597
Spar Cove,2021,Fluoranthene,1.6,16.78908709
Spar Cove,2021,Fluoranthene,0.25,15.82278481
Spar Cove,2021,Fluoranthene,0.09,16.07142857
Tin Can Beach,2021,Fluoranthene,8.2,16.63286004
Tin Can Beach,2021,Fluoranthene,1.3,17.17305152
Tin Can Beach,2021,Fluoranthene,0.6,13.85681293
Tin Can Beach,2021,Fluoranthene,1.6,17.24137931
Tin Can Beach,2021,Fluoranthene,0.32,13.94335512
Tin Can Beach,2021,Fluoranthene,0.43,13.3748056
Bayshore,2021,Fluorene,0.005,5.882352941
Bayshore,2021,Fluorene,0.005,5.882352941
Bayshore,2021,Fluorene,0.005,5.882352941
Bayshore,2021,Fluorene,0.005,3.846153846
Black Beach,2021,Fluorene,0.005,5.882352941
Black Beach,2021,Fluorene,0.005,5.882352941
Black Beach,2021,Fluorene,0.005,5.882352941
Black Beach,2021,Fluorene,0.005,5.882352941
Courtenay Bay,2021,Fluorene,0.4,4.028197382
Courtenay Bay,2021,Fluorene,0.005,3.125
Courtenay Bay,2021,Fluorene,0.04,1.758241758
Courtenay Bay,2021,Fluorene,0.04,2.209944751
Digby Ferry Terminal,2021,Fluorene,0.05,2.232142857
Digby Ferry Terminal,2021,Fluorene,0.11,2.282157676
Digby Ferry Terminal,2021,Fluorene,0.12,2.330097087
Digby Ferry Terminal,2021,Fluorene,0.005,1.149425287
Hazen Creek Mouth,2021,Fluorene,0.005,5.882352941
Hazen Creek Mouth,2021,Fluorene,0.005,2.222222222
Hazen Creek Mouth,2021,Fluorene,0.005,4.347826087
Hazen Creek Mouth,2021,Fluorene,0.005,5.882352941
Hazen Creek Nearshore,2021,Fluorene,0.005,2.040816327
Hazen Creek Nearshore,2021,Fluorene,0.005,5.882352941
Hazen Creek Nearshore,2021,Fluorene,0.005,5.882352941
Hazen Creek Nearshore,2021,Fluorene,0.02,4.545454545
Hazen Creek Nearshore,2021,Fluorene,0.005,5.882352941
Hazen Creek Nearshore,2021,Fluorene,0.005,5.882352941
Inner Harbour,2021,Fluorene,0.005,0.636942675
Inner Harbour,2021,Fluorene,0.005,2.941176471
Inner Harbour,2021,Fluorene,0.03,1.284796574
Inner Harbour,2021,Fluorene,0.005,0.854700855
Inner Harbour,2021,Fluorene,0.06,1.666666667
Inner Harbour,2021,Fluorene,0.005,1.086956522
Little River,2021,Fluorene,0.29,2.726845322
Little River,2021,Fluorene,0.14,0.900321543
Little River,2021,Fluorene,0.025,1.366120219
Little River,2021,Fluorene,0.005,0.078186083
Marsh Creek WS DS,2021,Fluorene,0.16,1.257861635
Marsh Creek WS DS,2021,Fluorene,0.14,1.009372747
Marsh Creek WS DS,2021,Fluorene,0.6,2.532714225
Marsh Creek WS DS,2021,Fluorene,0.73,1.885330579
Mispec,2021,Fluorene,0.005,5.882352941
Mispec,2021,Fluorene,0.005,5.882352941
Mispec,2021,Fluorene,0.005,5.882352941
Mispec,2021,Fluorene,0.005,5.882352941
Saints Rest Beach,2021,Fluorene,0.005,5.882352941
Saints Rest Beach,2021,Fluorene,0.005,5.882352941
Saints Rest Beach,2021,Fluorene,0.005,5.882352941
Saints Rest Beach,2021,Fluorene,0.005,5.882352941
Spar Cove,2021,Fluorene,0.07,1.388888889
Spar Cove,2021,Fluorene,0.08,1.408450704
Spar Cove,2021,Fluorene,0.07,1.105845182
Spar Cove,2021,Fluorene,0.12,1.259181532
Spar Cove,2021,Fluorene,0.01,0.632911392
Spar Cove,2021,Fluorene,0.005,0.892857143
Tin Can Beach,2021,Fluorene,1.2,2.434077079
Tin Can Beach,2021,Fluorene,0.15,1.981505945
Tin Can Beach,2021,Fluorene,0.03,0.692840647
Tin Can Beach,2021,Fluorene,0.15,1.61637931
Tin Can Beach,2021,Fluorene,0.01,0.435729847
Tin Can Beach,2021,Fluorene,0.02,0.622083981
Bayshore,2021,"Indeno[1,2,3-cd]pyrene",0.005,5.882352941
Bayshore,2021,"Indeno[1,2,3-cd]pyrene",0.005,5.882352941
Bayshore,2021,"Indeno[1,2,3-cd]pyrene",0.005,5.882352941
Bayshore,2021,"Indeno[1,2,3-cd]pyrene",0.005,3.846153846
Black Beach,2021,"Indeno[1,2,3-cd]pyrene",0.005,5.882352941
Black Beach,2021,"Indeno[1,2,3-cd]pyrene",0.005,5.882352941
Black Beach,2021,"Indeno[1,2,3-cd]pyrene",0.005,5.882352941
Black Beach,2021,"Indeno[1,2,3-cd]pyrene",0.005,5.882352941
Courtenay Bay,2021,"Indeno[1,2,3-cd]pyrene",0.23,2.316213494
Courtenay Bay,2021,"Indeno[1,2,3-cd]pyrene",0.01,6.25
Courtenay Bay,2021,"Indeno[1,2,3-cd]pyrene",0.09,3.956043956
Courtenay Bay,2021,"Indeno[1,2,3-cd]pyrene",0.06,3.314917127
Digby Ferry Terminal,2021,"Indeno[1,2,3-cd]pyrene",0.09,4.017857143
Digby Ferry Terminal,2021,"Indeno[1,2,3-cd]pyrene",0.17,3.526970954
Digby Ferry Terminal,2021,"Indeno[1,2,3-cd]pyrene",0.2,3.883495146
Digby Ferry Terminal,2021,"Indeno[1,2,3-cd]pyrene",0.02,4.597701149
Hazen Creek Mouth,2021,"Indeno[1,2,3-cd]pyrene",0.005,5.882352941
Hazen Creek Mouth,2021,"Indeno[1,2,3-cd]pyrene",0.005,2.222222222
Hazen Creek Mouth,2021,"Indeno[1,2,3-cd]pyrene",0.005,4.347826087
Hazen Creek Mouth,2021,"Indeno[1,2,3-cd]pyrene",0.005,5.882352941
Hazen Creek Nearshore,2021,"Indeno[1,2,3-cd]pyrene",0.01,4.081632653
Hazen Creek Nearshore,2021,"Indeno[1,2,3-cd]pyrene",0.005,5.882352941
Hazen Creek Nearshore,2021,"Indeno[1,2,3-cd]pyrene",0.005,5.882352941
Hazen Creek Nearshore,2021,"Indeno[1,2,3-cd]pyrene",0.01,2.272727273
Hazen Creek Nearshore,2021,"Indeno[1,2,3-cd]pyrene",0.005,5.882352941
Hazen Creek Nearshore,2021,"Indeno[1,2,3-cd]pyrene",0.005,5.882352941
Inner Harbour,2021,"Indeno[1,2,3-cd]pyrene",0.04,5.095541401
Inner Harbour,2021,"Indeno[1,2,3-cd]pyrene",0.005,2.941176471
Inner Harbour,2021,"Indeno[1,2,3-cd]pyrene",0.1,4.282655246
Inner Harbour,2021,"Indeno[1,2,3-cd]pyrene",0.03,5.128205128
Inner Harbour,2021,"Indeno[1,2,3-cd]pyrene",0.2,5.555555556
Inner Harbour,2021,"Indeno[1,2,3-cd]pyrene",0.03,6.52173913
Little River,2021,"Indeno[1,2,3-cd]pyrene",0.29,2.726845322
Little River,2021,"Indeno[1,2,3-cd]pyrene",0.71,4.565916399
Little River,2021,"Indeno[1,2,3-cd]pyrene",0.13,7.103825137
Little River,2021,"Indeno[1,2,3-cd]pyrene",0.23,3.596559812
Marsh Creek WS DS,2021,"Indeno[1,2,3-cd]pyrene",0.71,5.581761006
